accuracy,standing_accuracy,sitting_accuracy,false_SITTING_on_STANDING,false_STANDING_on_SITTING,false_SITTING_on_STANDING_3m,upright_sitting_accuracy,model,validation,heldout_groups,notes
0.5111336478680718,0.9642701144404647,0.35817286426233375,0.0344194985585743,0.5510306390256848,0.1009736747205193,0.3902681231380338,baseline_current_display,all_labeled_examples,not_applicable,
0.5161162308743772,0.8675635537695466,0.39748164312464984,0.1324364462304534,0.5776591666420925,0.144608727010458,0.460065257483331,baseline_raw_max_probability,all_labeled_examples,not_applicable,
0.5111336478680718,0.9642701144404647,0.35817286426233375,0.0344194985585743,0.5510306390256848,0.1009736747205193,0.3902681231380338,baseline_refined_gate_display_if_available,all_labeled_examples,not_applicable,
0.7489307288681158,0.39573687429020704,0.8681548759989384,0.604263125709793,0.1318451240010616,0.5906959971150378,1.0,LogisticRegression,leave_one_session_out,"session_20260703_205540,sitting_ab_default_cfg,sitting_ab_static_retention_cfg,sitting_relative_gate_refined_live_test",
0.6883813127900167,0.0,1.0,1.0,0.0,1.0,1.0,LogisticRegression,older_sessions_to_live_session,sitting_relative_gate_refined_live_test,
0.7920102297279421,0.39573687429020704,0.925776296776857,0.604263125709793,0.07422370322314294,0.5906959971150378,1.0,RandomForestClassifier,leave_one_session_out,"session_20260703_205540,sitting_ab_default_cfg,sitting_ab_static_retention_cfg,sitting_relative_gate_refined_live_test",
0.6883813127900167,0.0,1.0,1.0,0.0,1.0,1.0,RandomForestClassifier,older_sessions_to_live_session,sitting_relative_gate_refined_live_test,
0.7882843158869439,0.39573687429020704,0.9207926631476512,0.604263125709793,0.07920733685234879,0.5906959971150378,1.0,HistGradientBoostingClassifier,leave_one_session_out,"session_20260703_205540,sitting_ab_default_cfg,sitting_ab_static_retention_cfg,sitting_relative_gate_refined_live_test",
0.6883813127900167,0.0,1.0,1.0,0.0,1.0,1.0,HistGradientBoostingClassifier,older_sessions_to_live_session,sitting_relative_gate_refined_live_test,
