segment_id,expected_pose,expected_distance_m,tracking_presence_rate,range_mae_m,dropout_rate,extra_track_rate,tid_switch_count,tracking_score,tracking_verdict,tracking_issue_reason
sitting_2m,SITTING,2.0,1.0,0.0640478115260745,0.0,0.0,0,96.98058751230985,GOOD,"Presence is high with no meaningful dropout, ID-switch, or extra-track issue."
sitting_3m,SITTING,3.0,1.0,0.03914850649819427,0.0,1.0,0,83.44450061539068,GHOST_TRACKS,Extra active tracks exceed the controlled single-person threshold.
sitting_4m,SITTING,4.0,1.0,0.0994331420906703,0.0,1.0,0,82.11807382455926,GHOST_TRACKS,Extra active tracks exceed the controlled single-person threshold.
