segment_id,expected_pose,expected_distance_m,accuracy,dominant_display_pose,dominant_wrong_pose,standing_rate,sitting_rate,moving_rate,unknown_rate,quality_NO_POINTS_rate,mean_geom_pts,mean_stand_prob,mean_sit_prob,time_to_stable_correct_s,posture_verdict,posture_issue_reason
sitting_2m,SITTING,2.0,0.04011461318051576,STANDING,STANDING,0.6809933142311366,0.04011461318051576,0.0052531041069723014,0.27363896848137537,0.7067812798471824,2.13323782234957,0.47209829518904173,0.26248872903409814,NA,UNKNOWN_TOO_OFTEN,UNKNOWN appears too often during a labeled benchmark segment.
sitting_3m,SITTING,3.0,0.0034752389226759338,STANDING,STANDING,0.9257167680278019,0.0034752389226759338,0.006081668114682885,0.06472632493483926,0.5597306689834927,0.9776281494352737,0.5963877325207577,0.28579960370494567,NA,SIT_AS_STAND,Expected SITTING is displayed as STANDING more often than SITTING.
sitting_4m,SITTING,4.0,0.0,STANDING,STANDING,0.6486686390532544,0.0,0.008875739644970414,0.34245562130177515,0.514792899408284,1.4508136094674555,0.48783722284564074,0.39410056466837384,NA,UNKNOWN_TOO_OFTEN,UNKNOWN appears too often during a labeled benchmark segment.
