segment_id,tid,frames,start_time_s,end_time_s,duration_s,mean_range_m,ghost_reason
sitting_3m,5,2302,228.875,355.453,126.57799999999997,5.142950311412398,geom_pts_0
sitting_4m,5,1352,367.484,441.797,74.31300000000005,5.123270211394868,geom_pts_0
