rgb_frames_rows,rgb_tracks_rows,rgb_keypoints_rows,sync_index_rows,rgb_actions_rows,rgb_annotated_mp4,notes
14050,10354,134602,42475,0,present,No RGB posture accuracy claimed unless rgb_actions.csv has meaningful labels.
