metric,mean,median
tracking_presence_rate,0.9996979292617552,1.0
mae_range_m,0.3873288983198141,0.11978491162017596
dropout_rate,0.00030207073824481954,0.0
extra_track_rate,0.0,0.0
tid_switch_count,0.0,0.0
tracking_score,93.77448973529444,96.7642008280138
