session_id,keypoint_frames,keypoint_track_instances,mean_keypoint_score,p10_keypoint_score,low_score_keypoint_rate,missing_keypoint_rate,candidate_label_rows,candidate_known_pose_rate,candidate_confidence_mean,rgb_teacher_status
session_20260703_205540,1992,4333,0.48304808330789195,0.11578325033187864,0.22031280512702162,0.23529411764705888,4333,0.0,0.2836606987367498,partial
sitting_ab_default_cfg,2249,2292,0.7587782680305167,0.1907263696193695,0.10400724929520741,0.23529411764705888,2292,0.0,0.36295811518324617,partial
sitting_ab_static_retention_cfg,2923,3249,0.7316837395669987,0.14782098233699795,0.12290172123967137,0.23529411764705888,3249,0.0,0.322554214792273,partial
sitting_relative_gate_refined_live_test,10045,10354,0.792287782490151,0.4548788726329803,0.07080132538892439,0.23529411764705888,10354,0.0,0.3617547035149977,partial
session_20260704_145249,3170,5781,0.7471118748141721,0.35101588964462277,0.06421566670658524,0.23529411764705888,5781,0.0,0.37842911431744614,partial
session_20260704_150636,3349,5967,0.7027229336827138,0.2388472110033035,0.07658790011731188,0.23529411764705888,5967,0.0,0.39390585705945486,partial
session_20260704_152302,11688,12363,0.7756000174348818,0.21752308309078214,0.09660338852282556,0.23529411764705888,12363,0.0,0.35561285144091853,partial
session_20260706_173741,5886,6019,0.7946470444762069,0.4129449129104614,0.045995373624547906,0.23529411764705888,6019,0.0,0.40935103624146657,partial
session_20260706_175519,6471,7131,0.6962274599862731,0.13937597274780267,0.13708294229960197,0.23529411764705888,7131,0.0,0.33351686728214214,partial
