model_name,validation,rows,trust_coverage,trusted_accuracy,trusted_false_sitting_on_standing_3m,baseline_false_sitting_on_standing_3m,correct_standing_preservation,correct_sitting_preservation,wrong_rejection_rate,uncertain_or_low_visibility_rate,acceptance_passed
RandomForestClassifier,leave_one_session_out,23272,0.07764695771742867,0.8871057000553404,0.019585898153329603,0.039731393396754335,0.14031971580817051,0.08812729498164015,0.9767141009055628,0.8957975249226539,False
LogisticRegression,leave_one_session_out,23272,0.07459608112753524,0.8559907834101382,0.019026301063234472,0.039731393396754335,0.1378603634376281,0.07298041615667075,0.9676584734799483,0.8866878652457889,False
heuristic_conservative,leave_one_session_out,23272,0.01860605018906841,0.7159353348729792,0.0,0.039731393396754335,0.013799699412488044,0.03197674418604651,0.9840879689521346,0.9292712272258508,False
