segment_id,expected_distance_m,default_mean_stand_prob,static_mean_stand_prob,delta_mean_stand_prob,default_mean_sit_prob,static_mean_sit_prob,delta_mean_sit_prob,default_stand_minus_sit_margin,static_stand_minus_sit_margin,delta_margin,verdict
sitting_2m,2.0,0.3322833190027253,0.4720982951890417,0.1398149761863164,0.5672929306809431,0.2624887290340981,-0.304804201646845,-0.2350096116782177,0.2096095661549435,0.4446191778331612,GEOMETRY_IMPROVED_MODEL_STILL_WRONG
sitting_3m,3.0,0.3688863765241371,0.4033345277947119,0.03444815127057482,0.5435418387566473,0.4327573257955204,-0.1107845129611269,-0.1746554622325101,-0.0294227980008085,0.1452326642317016,STATIC_RETENTION_TRACKING_REGRESSION
sitting_4m,4.0,0.2266120245605039,0.3446208858165405,0.1180088612560366,0.5219618517187145,0.4967208900895333,-0.025240961629181158,-0.2953498271582105,-0.1521000042729928,0.1432498228852177,STATIC_RETENTION_TRACKING_REGRESSION
