segment_id,expected_distance_m,default_posture_accuracy,static_posture_accuracy,delta_posture_accuracy,default_display_sitting_rate,static_display_sitting_rate,delta_display_sitting_rate,default_display_standing_rate,static_display_standing_rate,delta_display_standing_rate,default_mean_stand_prob,static_mean_stand_prob,delta_mean_stand_prob,default_mean_sit_prob,static_mean_sit_prob,delta_mean_sit_prob,default_stand_minus_sit_margin,static_stand_minus_sit_margin,delta_margin,default_NO_POINTS_rate,static_NO_POINTS_rate,delta_NO_POINTS_rate,default_mean_geom_pts,static_mean_geom_pts,delta_mean_geom_pts,default_geom_pts_ge_3_rate,static_geom_pts_ge_3_rate,delta_geom_pts_ge_3_rate,default_range_mae,static_range_mae,delta_range_mae,verdict
sitting_2m,2.0,0.9239811912225704,0.0401146131805157,-0.8838665780420547,0.9239811912225704,0.0401146131805157,-0.8838665780420547,0.0760188087774294,0.6809933142311366,0.6049745054537072,0.3322833190027253,0.4720982951890417,0.1398149761863164,0.5672929306809431,0.2624887290340981,-0.304804201646845,-0.2350096116782177,0.2096095661549435,0.4446191778331612,0.8800940438871473,0.7067812798471824,-0.17331276403996487,0.64576802507837,2.13323782234957,1.4874697972712,,,,0.0533977864214288,0.0640478115260745,0.010650025104645702,GEOMETRY_IMPROVED_MODEL_STILL_WRONG
sitting_3m,3.0,0.4912648497554158,0.0034752389226759,-0.48778961083273986,0.4912648497554158,0.0034752389226759,-0.48778961083273986,0.4842767295597484,0.925716768027802,0.44144003846805363,0.3688863765241371,0.4033345277947119,0.03444815127057482,0.5435418387566473,0.4327573257955204,-0.1107845129611269,-0.1746554622325101,-0.0294227980008085,0.1452326642317016,0.5925925925925926,0.5597306689834927,-0.0328619236090999,1.806429070580014,0.9776281494352737,-0.8288009211447402,,,,0.2031485361100416,0.0391485064981942,-0.1640000296118474,STATIC_RETENTION_TRACKING_REGRESSION
sitting_4m,4.0,0.5946188340807175,0.0,-0.5946188340807175,0.5946188340807175,0.0,-0.5946188340807175,0.3883408071748879,0.6486686390532544,0.26032783187836656,0.2266120245605039,0.3446208858165405,0.1180088612560366,0.5219618517187145,0.4967208900895333,-0.025240961629181158,-0.2953498271582105,-0.1521000042729928,0.1432498228852177,0.884304932735426,0.514792899408284,-0.369512033327142,0.2609865470852018,1.4508136094674555,1.1898270623822538,,,,0.5581436139050417,0.0994331420906703,-0.4587104718143714,STATIC_RETENTION_TRACKING_REGRESSION
