cfg_name,segment_id,tid,sit_prob_gt_stand_prob_rate,display_sitting_rate,display_standing_rate,mismatch_rate,mean_stand_prob,mean_sit_prob,mean_stand_minus_sit_margin,frames_stand_prob_gt_sit_prob,frames_sit_prob_gt_stand_prob
default_cfg,sitting_2m,0,0.950626959247649,0.9239811912225705,0.07601880877742946,0.03134796238244514,0.33228331900272534,0.5672929306809431,-0.23500961167821777,63,1213
default_cfg,sitting_3m,0,0.593990216631726,0.4912648497554158,0.48427672955974843,0.19007686932215234,0.36888637652413714,0.5435418387566473,-0.17465546223251013,581,850
default_cfg,sitting_4m,0,0.9237668161434978,0.5946188340807175,0.3883408071748879,0.3291479820627803,0.2266120245605039,0.5219618517187145,-0.2953498271582105,85,1030
static_retention_cfg,sitting_2m,0,0.25787965616045844,0.04011461318051576,0.6809933142311366,0.23543457497612225,0.47209829518904173,0.26248872903409814,0.20960956615494358,1554,540
static_retention_cfg,sitting_3m,0,0.08644656820156386,0.0034752389226759338,0.9257167680278019,0.0842745438748914,0.5963877325207577,0.28579960370494567,0.31058812881581205,2103,199
static_retention_cfg,sitting_3m,5,0.9830582102519548,0.8857515204170286,0.004344048653344918,0.10773240660295395,0.210281323068666,0.5797150478860951,-0.3694337248174291,39,2263
static_retention_cfg,sitting_4m,0,0.28328402366863903,0.0,0.6486686390532544,0.28328402366863903,0.48783722284564074,0.39410056466837384,0.0937366581772669,969,383
static_retention_cfg,sitting_4m,5,0.981508875739645,0.8461538461538461,0.03254437869822485,0.14571005917159763,0.20140454878744024,0.5993412155106929,-0.39793666672325256,25,1327
