cfg_name,segment_id,tid,classification,primary_tid_for_segment,evidence
default_cfg,sitting_2m,0,REAL_PRIMARY,0,"closest persistent TID; presence=1.000, range_mae=0.053m"
default_cfg,sitting_3m,0,REAL_PRIMARY,0,"closest persistent TID; presence=1.000, range_mae=0.203m"
default_cfg,sitting_4m,0,REAL_PRIMARY,0,"closest persistent TID; presence=1.000, range_mae=0.558m"
static_retention_cfg,sitting_2m,0,REAL_PRIMARY,0,"closest persistent TID; presence=1.000, range_mae=0.064m"
static_retention_cfg,sitting_3m,0,REAL_PRIMARY,0,"closest persistent TID; presence=1.000, range_mae=0.039m"
static_retention_cfg,sitting_3m,5,LIKELY_EXTRA_STATIC,0,"persistent extra TID offset from expected range; presence=1.000, range_mae=2.143m"
static_retention_cfg,sitting_4m,0,REAL_PRIMARY,0,"closest persistent TID; presence=1.000, range_mae=0.099m"
static_retention_cfg,sitting_4m,5,LIKELY_EXTRA_STATIC,0,"persistent extra TID offset from expected range; presence=1.000, range_mae=1.123m"
