segment_id,mean_active_tracks,max_active_tracks,extra_track_rate,frames_with_extra_tracks,suspect_frames_if_available,provisional_frames_if_available,confirmed_frames_if_available,ghost_verdict,notes
standing_1m,1.0,1.0,0.0,0,NA,NA,NA,GOOD_NO_EXTRA_TRACKS,No extra tracks beyond expected_person_count=1; suppressed suspect-track statistics were not available/parsed.
standing_2m,1.0,1.0,0.0,0,NA,NA,NA,GOOD_NO_EXTRA_TRACKS,No extra tracks beyond expected_person_count=1; suppressed suspect-track statistics were not available/parsed.
standing_3m,1.0151324085750315,2.0,0.015132408575031526,12,NA,NA,NA,GOOD_NO_EXTRA_TRACKS,No extra tracks beyond expected_person_count=1; suppressed suspect-track statistics were not available/parsed.
standing_4m,1.0,1.0,0.0,0,NA,NA,NA,GOOD_NO_EXTRA_TRACKS,No extra tracks beyond expected_person_count=1; suppressed suspect-track statistics were not available/parsed.
leanback_1m,1.0219123505976095,2.0,0.01948627103631532,22,NA,NA,NA,GOOD_NO_EXTRA_TRACKS,No extra tracks beyond expected_person_count=1; suppressed suspect-track statistics were not available/parsed.
leanback_2m,1.0,1.0,0.0,0,NA,NA,NA,GOOD_NO_EXTRA_TRACKS,No extra tracks beyond expected_person_count=1; suppressed suspect-track statistics were not available/parsed.
leanback_3m,1.0,1.0,0.0,0,NA,NA,NA,GOOD_NO_EXTRA_TRACKS,No extra tracks beyond expected_person_count=1; suppressed suspect-track statistics were not available/parsed.
leanback_4m,1.0,1.0,0.0,0,NA,NA,NA,GOOD_NO_EXTRA_TRACKS,No extra tracks beyond expected_person_count=1; suppressed suspect-track statistics were not available/parsed.
