segment_id,expected_pose,expected_distance_m,tracking_presence_rate,range_mae_m,extra_track_rate,tid_switch_count,posture_accuracy,dominant_wrong_pose,quality_NO_POINTS_rate,mean_geom_pts,main_failure_hypothesis
standing_1m,STANDING,1.0,0.8635265700483091,0.022591395732131012,0.0,0,0.8755244755244755,SITTING,0.33986013986013985,3.151048951048951,no major failure detected
standing_2m,STANDING,2.0,1.0,0.20007979534112008,0.0,0,0.8037974683544303,MOVING,0.6,3.3088607594936708,no major failure detected
standing_3m,STANDING,3.0,1.0,0.17669464402088,0.015132408575031526,0,0.9117276166456494,MOVING,0.6993788819875777,1.8385093167701863,no major failure detected
standing_4m,STANDING,4.0,1.0,0.17240323645124553,0.0,0,0.8838797814207651,MOVING,0.8224043715846995,1.0122950819672132,no major failure detected
leanback_1m,SITTING,1.0,0.8892825509300266,0.1366745808292807,0.01948627103631532,0,0.5507968127490039,STANDING,0.6471734892787524,2.117933723196881,sit-vs-stand discrimination under sparse geometry
leanback_2m,SITTING,2.0,1.0,0.3024730232659267,0.0,0,0.7572815533980582,MOVING,0.6262135922330098,3.029126213592233,no major failure detected
leanback_3m,SITTING,3.0,1.0,0.23664132559850512,0.0,0,0.2860310421286031,STANDING,0.49889135254988914,2.3569844789356984,sit-vs-stand discrimination under sparse geometry
leanback_4m,SITTING,4.0,0.9323843416370107,0.22339886327035488,0.0,0,0.09541984732824428,STANDING,0.5725190839694656,1.9484732824427482,sit-vs-stand discrimination under sparse geometry
