metric,mean,median
tracking_presence_rate,0.9606491828269184,1.0
mae_range_m,0.1838696080636805,0.18838721968100003
dropout_rate,0.0393508171730817,0.0
extra_track_rate,0.004327334951418356,0.0
tid_switch_count,0.0,0.0
tracking_score,89.25540808989415,89.54098598825469
