session_id,segment_id,person_slot,assigned_tid,event_type,severity,start_time_s,end_time_s,detail
session_20260704_145249,standing_5m,left_person,4,RENDER_NOT_CONFIRMED,LOW,309.406,378.757,no per-row render visibility field available in mmWave pose logs
session_20260704_145249,standing_5m,right_person,1,TID_SWITCH_OR_COMPETING_TID,MEDIUM,309.406,378.757,"competing tids={1: 1259, 4: 328}"
session_20260704_145249,standing_5m,right_person,1,NO_POINTS,MEDIUM,309.406,378.757,NO_POINTS_rate=0.634
session_20260704_145249,standing_5m,right_person,1,LOW_POINTS,LOW,309.406,378.757,LOW_POINTS_rate=0.763
session_20260704_145249,standing_5m,right_person,1,RENDER_NOT_CONFIRMED,LOW,309.406,378.757,no per-row render visibility field available in mmWave pose logs
session_20260704_145249,leanback_1m,left_person,4,TID_SWITCH_OR_COMPETING_TID,MEDIUM,384.757,454.109,"competing tids={1: 1263, 4: 1263}"
session_20260704_145249,leanback_1m,left_person,4,NO_POINTS,MEDIUM,384.757,454.109,NO_POINTS_rate=0.766
session_20260704_145249,leanback_1m,left_person,4,LOW_POINTS,LOW,384.757,454.109,LOW_POINTS_rate=0.905
session_20260704_145249,leanback_1m,left_person,4,RENDER_NOT_CONFIRMED,LOW,384.757,454.109,no per-row render visibility field available in mmWave pose logs
session_20260704_145249,leanback_1m,right_person,1,TID_SWITCH_OR_COMPETING_TID,MEDIUM,384.757,454.109,"competing tids={1: 1263, 4: 1263}"
session_20260704_145249,leanback_1m,right_person,1,NO_POINTS,MEDIUM,384.757,454.109,NO_POINTS_rate=0.809
session_20260704_145249,leanback_1m,right_person,1,LOW_POINTS,LOW,384.757,454.109,LOW_POINTS_rate=0.938
session_20260704_145249,leanback_1m,right_person,1,RENDER_NOT_CONFIRMED,LOW,384.757,454.109,no per-row render visibility field available in mmWave pose logs
session_20260704_145249,leanback_2m,left_person,4,TID_SWITCH_OR_COMPETING_TID,MEDIUM,460.109,529.461,"competing tids={1: 1261, 4: 1261}"
session_20260704_145249,leanback_2m,left_person,4,NO_POINTS,MEDIUM,460.109,529.461,NO_POINTS_rate=0.845
session_20260704_145249,leanback_2m,left_person,4,LOW_POINTS,LOW,460.109,529.461,LOW_POINTS_rate=0.966
session_20260704_145249,leanback_2m,left_person,4,RENDER_NOT_CONFIRMED,LOW,460.109,529.461,no per-row render visibility field available in mmWave pose logs
session_20260704_145249,leanback_2m,right_person,1,TID_SWITCH_OR_COMPETING_TID,MEDIUM,460.109,529.461,"competing tids={1: 1261, 4: 1261}"
session_20260704_145249,leanback_2m,right_person,1,NO_POINTS,MEDIUM,460.109,529.461,NO_POINTS_rate=0.849
session_20260704_145249,leanback_2m,right_person,1,LOW_POINTS,LOW,460.109,529.461,LOW_POINTS_rate=0.967
session_20260704_145249,leanback_2m,right_person,1,RENDER_NOT_CONFIRMED,LOW,460.109,529.461,no per-row render visibility field available in mmWave pose logs
session_20260704_145249,leanback_3m,left_person,5,TRACK_MISSING,MEDIUM,535.461,604.812,tracking_presence_rate=0.558
session_20260704_145249,leanback_3m,left_person,5,POSE_ROW_MISSING,MEDIUM,535.461,604.812,pose_presence_rate=0.558
session_20260704_145249,leanback_3m,left_person,5,TID_SWITCH_OR_COMPETING_TID,MEDIUM,535.461,604.812,"competing tids={1: 1262, 4: 66, 5: 703}"
session_20260704_145249,leanback_3m,left_person,5,NO_POINTS,MEDIUM,535.461,604.812,NO_POINTS_rate=0.760
session_20260704_145249,leanback_3m,left_person,5,LOW_POINTS,LOW,535.461,604.812,LOW_POINTS_rate=0.866
session_20260704_145249,leanback_3m,left_person,5,RENDER_NOT_CONFIRMED,LOW,535.461,604.812,no per-row render visibility field available in mmWave pose logs
session_20260704_145249,leanback_3m,right_person,1,TID_SWITCH_OR_COMPETING_TID,MEDIUM,535.461,604.812,"competing tids={1: 1262, 4: 66, 5: 703}"
session_20260704_145249,leanback_3m,right_person,1,NO_POINTS,MEDIUM,535.461,604.812,NO_POINTS_rate=0.872
session_20260704_145249,leanback_3m,right_person,1,LOW_POINTS,LOW,535.461,604.812,LOW_POINTS_rate=0.974
session_20260704_145249,leanback_3m,right_person,1,RENDER_NOT_CONFIRMED,LOW,535.461,604.812,no per-row render visibility field available in mmWave pose logs
session_20260704_145249,leanback_4m,left_person,1,NO_POINTS,MEDIUM,610.812,680.163,NO_POINTS_rate=0.947
session_20260704_145249,leanback_4m,left_person,1,LOW_POINTS,LOW,610.812,680.163,LOW_POINTS_rate=0.990
session_20260704_145249,leanback_4m,left_person,1,RENDER_NOT_CONFIRMED,LOW,610.812,680.163,no per-row render visibility field available in mmWave pose logs
