segment_id,expected_pose,expected_distance_m,mean_stand_prob,median_stand_prob,p10_stand_prob,p90_stand_prob,mean_sit_prob,median_sit_prob,p10_sit_prob,p90_sit_prob,mean_margin_stand_minus_sit,median_margin_stand_minus_sit,frames_stand_prob_gt_sit_prob,frames_sit_prob_gt_stand_prob
leanback_1m,SITTING,1.0,0.3419215262753887,0.3055755645036697,0.19636404365301133,0.5564053118228912,0.2336343621564887,0.11163457483053199,0.00705946017988023,0.5678389072418213,0.1082871641189,0.20279521495103836,1216,680
leanback_2m,SITTING,2.0,0.4644596090214237,0.4580505788326263,0.2779051095247269,0.6490611672401428,0.2509893684860655,0.21721328794956204,0.04108403176069254,0.534240448474884,0.2134702405353582,0.25282003730535507,1562,506
leanback_3m,SITTING,3.0,0.403284195612803,0.3515035808086395,0.137057763338089,0.7192333340644836,0.4127118674440855,0.4343235492706299,0.15984484553337094,0.6748815298080445,-0.00942767183128252,-0.024580091238021906,2248,2375
leanback_4m,SITTING,4.0,0.34881607521011354,0.3125573098659515,0.13558476269245143,0.5967293024063111,0.4706432353927964,0.4519501626491546,0.2591718018054962,0.7273115754127503,-0.12182716018268284,-0.13522636890411377,1142,1727
