segment_id,expected_pose,expected_distance_m,tracking_presence_rate,range_mae_m,dropout_rate,extra_track_rate,tid_switch_count,tracking_score,tracking_verdict,tracking_issue_reason
leanback_1m,SITTING,1.0,1.0,0.13533387654487664,0.0,0.45503048780487804,2,78.12452910263825,ID_SWITCH,One or more TID switches occurred in the segment.
leanback_2m,SITTING,2.0,1.0,0.10511321701272684,0.0,0.0,0,94.24342834221333,MINOR_JITTER,"Tracking is continuous, but stationary range jitter is elevated."
leanback_3m,SITTING,3.0,1.0,0.0790040675298716,0.0,0.9757033248081841,0,80.62639233254093,GHOST_TRACKS,Extra active tracks exceed the controlled single-person threshold.
leanback_4m,SITTING,4.0,1.0,0.13410930281714764,0.0,1.0,0,76.72426723738022,GHOST_TRACKS,Extra active tracks exceed the controlled single-person threshold.
