segment_id,mean_active_tracks,max_active_tracks,extra_track_rate,frames_with_extra_tracks,suspect_frames_if_available,provisional_frames_if_available,confirmed_frames_if_available,ghost_verdict,notes
leanback_1m,1.461890243902439,3.0,0.45503048780487804,597,NA,NA,NA,GHOST_TRACKS,Extra tracks beyond expected_person_count=1 were measured in this controlled benchmark.
leanback_2m,1.0,1.0,0.0,0,NA,NA,NA,GOOD_NO_EXTRA_TRACKS,No extra tracks beyond expected_person_count=1; suppressed suspect-track statistics were not available/parsed.
leanback_3m,1.9833759590792839,3.0,0.9757033248081841,2289,NA,NA,NA,GHOST_TRACKS,Extra tracks beyond expected_person_count=1 were measured in this controlled benchmark.
leanback_4m,2.059285714285714,3.0,1.0,1400,NA,NA,NA,GHOST_TRACKS,Extra tracks beyond expected_person_count=1 were measured in this controlled benchmark.
