metric,mean,median
tracking_presence_rate,1.0,1.0
mae_range_m,0.11339011597615567,0.11961125991493723
dropout_rate,0.0,0.0
extra_track_rate,0.6076834531532656,0.7153669063065311
tid_switch_count,0.5,0.0
tracking_score,82.42965425369319,79.37546071758959
