segment_id,expected_pose,expected_distance_m,tracking_presence_rate,range_mae_m,extra_track_rate,tid_switch_count,posture_accuracy,dominant_wrong_pose,quality_NO_POINTS_rate,mean_geom_pts,main_failure_hypothesis
leanback_1m,SITTING,1.0,1.0,0.13533387654487664,0.45503048780487804,2,0.028963414634146343,STANDING,0.551094890510949,5.484358706986444,ghost/shadow tracking
leanback_2m,SITTING,2.0,1.0,0.10511321701272684,0.0,0,0.0362669245647969,STANDING,0.6595744680851063,3.9613152804642167,sit-vs-stand discrimination under sparse geometry
leanback_3m,SITTING,3.0,1.0,0.0790040675298716,0.9757033248081841,0,0.0029838022165387893,STANDING,0.5448098001289491,1.670535138620245,ghost/shadow tracking
leanback_4m,SITTING,4.0,1.0,0.13410930281714764,1.0,0,0.0,STANDING,0.46618106139438087,2.1918140825528964,ghost/shadow tracking
