people_count_num,windows,segments,person_instances,old_display_posture_accuracy,raw_probability_posture_accuracy,standing_accuracy,sitting_accuracy,false_sitting_on_standing,false_sitting_on_standing_3m,false_standing_on_sitting,upright_sitting_accuracy,lean_back_sitting_accuracy,lean_forward_sitting_accuracy,disappearance_rate,ui_visible_rate,NO_POINTS_rate,LOW_POINTS_rate,geom_pts_mean,range_error_mean,people_count_mean
1,16423,50,86,0.5586068318821166,0.5788223832430128,0.9274944943249195,0.35161596958174907,0.039979671353549046,0.05516705516705517,0.5591254752851711,0.35639810426540286,0.34141500070891817,0.3971997052321297,0.014794074342224043,0.9666490530118471,0.7474584821962604,0.9369674747869052,1.2248747697278366,0.3142463328988896,1.0
2,6849,20,36,0.6834574390421959,0.7100306614104249,0.8865384615384615,0.5948836234011323,0.016346153846153847,0.0,0.33088697840218073,0.45184696569920846,0.657556270096463,0.6669069935111752,0.017733609114839417,0.9753691249474015,0.7833664504401064,0.9316680023595891,1.3281791234304692,2.0396600327049782e+17,2.0
