expected_distance_m_num,windows,segments,person_instances,old_display_posture_accuracy,raw_probability_posture_accuracy,standing_accuracy,sitting_accuracy,false_sitting_on_standing,false_sitting_on_standing_3m,false_standing_on_sitting,upright_sitting_accuracy,lean_back_sitting_accuracy,lean_forward_sitting_accuracy,disappearance_rate,ui_visible_rate,NO_POINTS_rate,LOW_POINTS_rate,geom_pts_mean,range_error_mean,people_count_mean
1.0,4960,10,26,0.6784274193548387,0.7431451612903226,0.89568345323741,0.5683475091130012,0.06354916067146282,0.0,0.33839611178614826,0.4748803827751196,0.5647619047619048,0.8089887640449438,0.017786263201222532,0.9635838727285112,0.6219223953704404,0.893787711194464,2.1826482907538143,2.8164579766121763e+17,1.321975806451613
2.0,5603,10,26,0.7447795823665894,0.6858825629127253,0.8998311761395611,0.67276529012023,0.04839617332583005,0.0,0.2694720334553058,0.7046688382193268,0.6382417582417582,0.7507936507936508,0.012403358210795997,0.9733532617023911,0.7479350564336884,0.9287502643731161,1.2340399707527057,0.28289527262104697,1.3369623416027128
3.0,5198,10,26,0.5536744901885341,0.5638707195075029,0.9328483491885842,0.3550278510700674,0.039731393396754335,0.039731393396754335,0.6056874816769275,0.29760225669957685,0.30641213901125797,0.56752655538695,0.01449150831857639,0.9882333927861554,0.7834412757050077,0.9559618492587979,0.8148748271915075,0.2878620966463891,1.269334359368988
4.0,4143,10,23,0.5092927830074825,0.5551532705768767,0.978014656895403,0.24299772899318697,0.0,0.0,0.6370174110522332,0.06428571428571428,0.1943900848010437,0.5610200364298725,0.01606725149197478,0.9616583684187358,0.8450124011904164,0.9717501318812489,0.5614544945461598,0.3274124321371716,1.249577600772387
5.0,3368,10,21,0.3945961995249406,0.4777315914489311,0.8728,0.11237016052880075,0.0056,0.0,0.7393767705382436,0.24,0.07541322314049587,0.038181818181818185,0.019243232495699338,0.9505695974658988,0.8290255762148475,0.9313496790225095,1.4580553321564784,0.8453910585284867,1.2761282660332542
