session_id,windows,segments,person_instances,old_display_posture_accuracy,raw_probability_posture_accuracy,standing_accuracy,sitting_accuracy,false_sitting_on_standing,false_sitting_on_standing_3m,false_standing_on_sitting,upright_sitting_accuracy,lean_back_sitting_accuracy,lean_forward_sitting_accuracy,disappearance_rate,ui_visible_rate,NO_POINTS_rate,LOW_POINTS_rate,geom_pts_mean,range_error_mean,people_count_mean
session_20260703_205540,1123,8,8,0.7560106856634016,0.7462154942119323,0.9838709677419355,0.47514910536779326,0.016129032258064516,0.0,0.49502982107355864,0.0,0.47514910536779326,0.0,0.021088617118278245,0.9960123936299333,0.7425081488179531,0.9710927202372813,0.7709794485249293,0.06612275160226008,1.0
session_20260704_145249,3946,10,19,0.7782564622402433,0.8418651799290421,0.8865384615384615,0.657556270096463,0.016346153846153847,0.0,0.26366559485530544,0.0,0.657556270096463,0.0,0.015209049754103789,0.9713032490347897,0.7658948935973681,0.9216787067778616,1.5864715211396807,0.42908014870333816,2.0
session_20260704_150636,2903,10,17,0.5545986910093007,0.5308301756803306,0.0,0.5545986910093007,0.0,0.0,0.37409576300378916,0.45184696569920846,0.0,0.6669069935111752,0.021165200998223083,0.9808958029877618,0.8071152493727437,0.9452462870187341,0.9770865290933879,4.812136260419013e+17,2.0
session_20260704_152302,4111,20,20,0.5684748236438822,0.619557285332036,0.9460400348128808,0.4220121539500338,0.020017406440382943,0.0,0.474679270762998,0.3280701754385965,0.5652591170825336,0.367948717948718,0.015698332650922398,0.9844638804668938,0.6955060687863398,0.9115662582316766,1.467729335181683,0.5439425592941102,1.0
session_20260706_173741,3184,15,15,0.9004396984924623,0.8256909547738693,0.9004396984924623,0.0,0.05150753768844221,0.05303030303030303,0.0,0.0,0.0,0.0,0.015113798467366215,0.9842144825240942,0.6952393715539794,0.9298770643245738,1.4790426344859604,0.17071848049743113,1.0
session_20260706_175519,2898,15,15,0.2732919254658385,0.39302967563837127,0.0,0.2732919254658385,0.0,0.0,0.644927536231884,0.0,0.2732919254658385,0.0,0.017562310886250734,0.9763301276957638,0.8089787273926241,0.935058009225698,1.178863035324107,0.3297737244882348,1.0
sitting_ab_default_cfg,649,4,4,0.773497688751926,0.9060092449922958,0.0,0.773497688751926,0.0,0.0,0.2110939907550077,0.0,0.773497688751926,0.0,0.011519163035666143,0.9966566436682404,0.8198185346135982,0.9497585207292222,0.8465904792096783,0.0890856781114166,1.0
sitting_ab_static_retention_cfg,1422,4,4,0.009142053445850914,0.10478199718706048,0.0,0.009142053445850914,0.0,0.0,0.7454289732770746,0.0,0.009142053445850914,0.0,0.010360563022070918,0.7496818212170737,0.7092085312177363,0.9233631250962672,1.7324728492023043,0.058414331924788586,1.0
sitting_relative_gate_refined_live_test,3036,20,20,0.5974967061923584,0.5322793148880105,0.9589473684210527,0.43288590604026844,0.04105263157894737,0.16,0.5565675934803451,0.38969072164948454,0.5064935064935064,0.43674176776429807,0.011040234411922338,0.9992105181282422,0.8181255869033063,0.9716365278731159,0.6844014125393771,0.3986594642058483,1.0
