window_id,session_id,segment_id,person_slot,assigned_tid,window_size_s,window_start_s,window_end_s,expected_pose,expected_subpose,expected_distance_m,expected_position,people_count,old_display_pred,raw_prob_pred,stand_prob_mean,sit_prob_mean,sit_minus_stand_mean,range_m_mean,range_error_m,geom_pts_mean,NO_POINTS_rate,LOW_POINTS_rate,OK_rate,ui_visible_rate,disappearance_rate,tracking_presence_rate,pose_presence_rate,pose_switch_count,tid_switch_count,visibility_reliability_label
sitting_relative_gate_refined_live_test::standing_1m::center::1s::38,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,44.506,45.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.2065405790743074,0.7624732601015192,0.5559326810272116,0.9576938762393662,0.04230612376063381,2.9473684210526314,0.0526315789473684,0.9473684210526316,0.0526315789473684,1.0,0.0,1.0555555555555556,1.0555555555555556,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::39,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,45.006,46.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.3091129379140006,0.6510847806930542,0.3419718427790535,0.9683872419109884,0.03161275808901165,2.4444444444444446,0.1111111111111111,1.0,0.0,1.0,0.0526315789473684,0.9473684210526316,0.9473684210526316,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::40,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,45.506,46.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.4178042113780975,0.5328663289546967,0.1150621175765991,0.970387844145193,0.029612155854807032,1.7777777777777777,0.2777777777777778,1.0,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::47,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,49.006,50.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.4216154714425404,0.5304661956098344,0.1088507241672939,0.9731112871861796,0.026888712813820437,3.4444444444444446,0.0555555555555555,0.8333333333333334,0.0555555555555555,1.0,0.0526315789473684,0.9473684210526316,0.9473684210526316,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::48,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,49.506,50.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.3385383155610826,0.612891995244556,0.2743536796834733,0.9661246453265404,0.03387535467345959,2.7777777777777777,0.0555555555555555,1.0,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::49,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,50.006,51.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.3430734261086112,0.6081986960611845,0.2651252699525733,0.9639088103860688,0.03609118961393121,4.7368421052631575,0.0526315789473684,0.7894736842105263,0.1578947368421052,1.0,0.0,1.1176470588235294,1.1176470588235294,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::50,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,50.506,51.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.2789263615482731,0.6788249235404166,0.3998985619921433,0.9756664576072966,0.024333542392703356,5.526315789473684,0.0,0.631578947368421,0.3157894736842105,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::51,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,51.006,52.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.2514182759655846,0.7118842403093973,0.4604659643438127,0.982619497646827,0.01738050235317301,3.7222222222222223,0.0,0.8333333333333334,0.1666666666666666,1.0,0.0526315789473684,0.9473684210526316,0.9473684210526316,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::52,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,51.506,52.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.4227530741029315,0.5345174728168381,0.1117643987139066,0.988203374765007,0.01179662523499303,1.7222222222222223,0.2222222222222222,1.0,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::55,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,53.006,54.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.3609524612364016,0.5829494532785917,0.2219969920421901,0.9633427210012012,0.03665727899879878,4.2631578947368425,0.1052631578947368,0.7368421052631579,0.2631578947368421,1.0,0.0,1.0,1.0,0,0,DEGRADED
