segment_id,expected_pose,expected_distance_m,tracking_presence_rate,range_mae_m,extra_track_rate,tid_switch_count,posture_accuracy,dominant_wrong_pose,quality_NO_POINTS_rate,mean_geom_pts,main_failure_hypothesis
standing_1m,STANDING,1.0,1.0,0.015283274178782268,0.0,0,0.9754601226993865,SITTING,0.3803680981595092,1.7644171779141105,no major failure detected
standing_2m,STANDING,2.0,1.0,0.06572337672003623,0.0,0,1.0,NA,0.7371202113606341,0.5455746367239102,no major failure detected
standing_3m,STANDING,3.0,1.0,0.04190108294127775,0.0,0,1.0,NA,0.9188829787234043,0.16356382978723405,no major failure detected
standing_4m,STANDING,4.0,1.0,0.03260968564087591,0.0,0,1.0,NA,0.9631205673758865,0.06524822695035461,no major failure detected
sitting_1m,SITTING,1.0,1.0,0.11631414744723337,0.0,0,0.6742081447963801,STANDING,0.7321266968325791,0.7592760180995475,point association / sparse point cloud
sitting_2m,SITTING,2.0,1.0,0.09127172860717588,0.0,0,0.7467700258397932,STANDING,0.8191214470284238,0.8617571059431525,no major failure detected
sitting_3m,SITTING,3.0,1.0,0.2590602174732986,0.0,0,0.4733606557377049,STANDING,0.8135245901639344,0.8319672131147541,point association / sparse point cloud
sitting_4m,SITTING,4.0,1.0,0.18050125792960053,0.0,0,0.0,STANDING,0.7552986512524085,0.7707129094412332,point association / sparse point cloud
