segment_id,expected_pose,expected_distance_m,frames_total,frames_with_pose_prediction,dominant_display_pose,correct_frames,accuracy,unknown_rate,moving_rate,falling_false_rate,lying_false_rate,standing_rate,sitting_rate,mean_stand_prob,mean_sit_prob,median_stand_prob,median_sit_prob,mean_confidence_if_available,time_to_first_correct_s,time_to_stable_correct_s,longest_correct_run_s,longest_wrong_run_s,pose_switch_count,pose_switch_rate_per_min,dominant_wrong_pose
leanback_1m,SITTING,1.0,1340,1061,SITTING,942,0.8878416588124411,0.011310084825636193,0.10084825636192271,0.0,0.0,0.0,0.8878416588124411,0.21735211852602188,0.6410607087314409,0.259103387594223,0.5840713977813721,0.6419856126975834,15.812000000000001,22.359,51.35999999999999,5.812000000000001,7,5.697310055752249,MOVING
leanback_2m,SITTING,2.0,1283,1283,SITTING,1129,0.8799688230709275,0.006235385814497272,0.03819173811379579,0.0,0.0,0.07560405300077942,0.8799688230709275,0.27747689100773243,0.6082416442182969,0.3548856079578399,0.5399994254112244,0.6293229238418332,0.0,0.0,45.125000000000014,5.296999999999997,6,5.106382978723403,STANDING
leanback_3m,SITTING,3.0,269,269,SITTING,214,0.7955390334572491,0.0,0.20446096654275092,0.0,0.0,0.0,0.7955390334572491,0.23914147216132509,0.6551714047623389,0.3652272522449493,0.5260964035987854,0.6551714047623389,0.0,0.0,9.75,1.6570000000000107,6,24.40677966101695,MOVING
leanback_4m,SITTING,4.0,414,414,STANDING,149,0.35990338164251207,0.13043478260869565,0.12318840579710146,0.0,0.0,0.3864734299516908,0.35990338164251207,0.3371685138405278,0.4978301714743591,0.3676687330007553,0.459584042429924,0.5916413211304209,3.1719999999999686,NA,4.4839999999999804,8.562000000000012,13,34.33400827537641,STANDING
