segment_id,expected_pose,expected_distance_m,expected_person_count,frames_total,frames_with_any_target,frames_with_primary_target,tracking_presence_rate,dropout_frames,dropout_rate,longest_dropout_s,mean_range_m,median_range_m,std_range_m,mae_range_m,rmse_range_m,bias_m,p50_abs_error_m,p90_abs_error_m,p95_abs_error_m,std_x_m,std_y_m,std_z_m,range_jitter_p95_m,xy_jitter_m,unique_tids,primary_tid,tid_switch_count,tid_switch_rate_per_min,mean_tid_lifetime_s,fragmentation_count,mean_active_tracks,max_active_tracks,frames_with_extra_tracks,extra_track_rate,ghost_track_count,ghost_frames,ghost_duration_s,ghost_nearest_distance_to_primary_m,presence_component,range_component,ghost_component,id_switch_component,dropout_component,jitter_component,tracking_score
leanback_1m,SITTING,1.0,1,1340,1061,1061,0.7917910447761194,279,0.2082089552238806,15.313000000000002,0.9949539103365782,1.0254701052172825,0.08010502766530515,0.044915114091362646,0.08022612158282941,-0.005046089663421938,0.027045993291899384,0.0883033536376635,0.15731181130954908,0.16902726232027857,0.15690326817170014,0.11241517379382489,0.1691147758481636,0.12183454142764626,1,0,0,0.0,58.343999999999994,0,1.0,1.0,0,0.0,0,0,NA,NA,0.7917910447761194,0.9550848859086374,1.0,1.0,0.7917910447761194,0.6617704483036728,87.81657140415967
leanback_2m,SITTING,2.0,1,1283,1283,1283,1.0,0,0.0,0.0,1.7553555902523763,1.9542022701711588,0.3814868033206075,0.2510941942241778,0.45306692349622596,-0.24464440974762372,0.045931607157683185,0.9623080996455204,0.964761221846832,0.035299874988337934,0.3813366867577551,0.08989537659535371,0.9189634920179908,0.3036915304566091,1,0,0,0.0,70.50000000000001,0,1.0,1.0,0,0.0,0,0,NA,NA,1.0,0.7489058057758222,1.0,1.0,1.0,0.0,88.72264514439556
leanback_3m,SITTING,3.0,1,269,269,269,1.0,0,0.0,0.0,2.0220819931662803,1.9530230786077578,0.19955256518091366,0.9779180068337191,0.9979964028299474,-0.9779180068337191,1.0469769213922422,1.123741512004489,1.2678662958814662,0.07001914827432064,0.19910520275606597,0.1110745184866171,0.4453896253018753,0.16388143936257857,1,0,0,0.0,14.75,0,1.0,1.0,0,0.0,0,0,NA,NA,1.0,0.0220819931662809,1.0,1.0,1.0,0.10922074939624937,71.09815357613827
leanback_4m,SITTING,4.0,1,414,414,414,1.0,0,0.0,0.0,3.1846066012763137,2.9213121097759562,0.4270042286465982,0.8153933987236862,0.9201948647046325,-0.8153933987236862,1.0786878902240438,1.2695274348003343,1.321929164739699,0.06447786615742052,0.426414356512786,0.13415874566140293,0.8936956925619448,0.3999460508050466,1,0,0,0.0,22.687000000000012,0,1.0,1.0,0,0.0,0,0,NA,NA,1.0,0.1846066012763138,1.0,1.0,1.0,0.0,74.61516503190785
